case_number,source,prompt,evaluation_seed
000000029465,coco-30k,A bird that is playing in the snow.,76535
000000078865,coco-30k,A railroad train passing a field of cows,55797
000000147537,coco-30k,A fire hydrant on a cart with a hose attached to it.,54816
000000254568,coco-30k,A giraffe standing underneath a beautiful rainbow in a cloudy sky..,99918
000000112739,coco-30k,a car is headed down a street in an asain country,21844
000000525077,coco-30k,The large aircraft flies through the cloudy sky.,34265
000000185593,coco-30k,A duck swimming on a lake next to other ducks.,47744
000000248488,coco-30k,A parking lot filled with large passenger buses.,48654
000000351053,coco-30k,A yellow taxi cab parked next to a street sign.,13415
000000058651,coco-30k,A green train traveling through a train yard.,45769
000000242139,coco-30k,A building shines in the clear sky as cars drive underneath.,3450
000000393942,coco-30k,A railroad crossing sign next to railroad tracks with someone walking on the tracks.,64057
000000084693,coco-30k,A white train sitting in a train station next to a Bologna sign.,78896
000000222053,coco-30k,Park bench on a walkway in a park.,96796
000000298278,coco-30k,Giraffe standing next to each other at a zoo.,54664
000000105179,coco-30k,We are looking at a black and white shot of a train platform.,39645
000000424333,coco-30k,Many street signs are located within close vicinity of each other,5561
000000415840,coco-30k,A silver and red train traveling down a busy city street.,75575
000000185530,coco-30k,A lush green hillside covered in cows grazing.,44475
000000441921,coco-30k,A bus with passengers traveling down a dusty road.,92612
000000557644,coco-30k,A row of parked bicycles sitting on a side walk.,42328
000000082731,coco-30k,City neon signs at dusk with a lot of those signs in Chinese.,32238
000000398097,coco-30k,A fire hydrant that is red on top and says to open.,34397
000000054955,coco-30k,A small boy leaning up against a window on a train,50782
000000297419,coco-30k,A pair of fancy chickens among the daffodils.,70055
000000456584,coco-30k,A red train pulling into a crowded train station.,34038
000000268396,coco-30k,A stop sign with a green street sign posted above it.,17549
000000092167,coco-30k,A bird flying in the ocean with the sun in the background.,39069
000000255649,coco-30k,Two black horses standing next to each other.,93208
000000576412,coco-30k,A train cake sitting on top of a metal shelf.,52635
000000363415,coco-30k,A cream color cat sitting on a wooden bench.,71118
000000179181,coco-30k,A red and gray passenger train traveling on train tracks.,82288
000000509503,coco-30k,A traffic sign next to a road near a river.,20887
000000434735,coco-30k,Two giraffe standing on a desert land scape.,56124
000000084018,coco-30k,A photo of a skinny road between buildings.,60186
000000471184,coco-30k,A tall giraffe standing in a lush green park.,69830
000000403907,coco-30k,A red bench sitting below tall neon lit buildings.,49643
000000456053,coco-30k,A silver and yellow train pulling into a train station.,28097
000000423229,coco-30k,An old fashioned steam engine train traveling down railroad tracks.,77736
000000344439,coco-30k,A traffic light with a couple of green street signs mounted to it's sides.,83622
000000551315,coco-30k,A crowd of people standing near a fire hydrant.,35566
000000280017,coco-30k,A white and gray bird sitting on a beach next to a body of water.,86333
000000563653,coco-30k,A street going trough the center of a small town.,55741
000000508291,coco-30k,Two giraffe on a grassy field on a sunny day.,29666
000000422740,coco-30k,A long train alongside a brightly it train station. ,49650
000000505638,coco-30k,A steam engine train traveling down train tracks.,7367
000000001268,coco-30k,A beautiful woman taking a picture with her smart phone.,79801
000000167894,coco-30k,A green street sign mounted to a white street light pole.,37308
000000228825,coco-30k,A traffic light sitting next to a street lined with traffic lights.,92644
000000398148,coco-30k,A white and blue city bus traveling down a city street.,46724
000000443969,coco-30k,A baby girl standing in a shopping cart holding an umbrella.,31997
000000329375,coco-30k,Several goats wearing bell collars standing in a field.,55022
000000197774,coco-30k,A yellow street light mounted to the top of a pole.,83511
000000147675,coco-30k,A flock of birds floating on top of a boat.,47247
000000432333,coco-30k,A city street going through the center of tall buildings.,90220
000000333538,coco-30k,A woman wearing a fur coat sitting on a wooden bench.,6589
000000328084,coco-30k,A sign for the Public Car Park entrance,43116
000000496268,coco-30k,A red stop sign above a no parking sign.,15251
000000373060,coco-30k,A crowded city street filled with traffic and pedestrians.,78003
000000486388,coco-30k,A red stop sign at the end of a street.,59342
000000280114,coco-30k,A man laying on top of a wooden bench next to a can of beer.,60697
000000045248,coco-30k,A large exit street sign laying on the ground.,85506
000000384635,coco-30k,A yellow train traveling past a field next to a forest.,49636
000000041773,coco-30k,A road sign on the side of a road.,39033
000000192763,coco-30k,A yellow fire hydrant sitting on green grass wearing a white hat.,96164
000000499428,coco-30k,A large red double decker bus traveling down a road.,50762
000000171678,coco-30k,A red stop sign in front of a small house surrounded by palm trees.,43587
000000428885,coco-30k,A man standing on a roof holding an ax.,37647
000000346107,coco-30k,A railroad train letting off a big black smokecloud,53233
000000211487,coco-30k,A red and white fire hydrant is on the lawn.,64005
000000045564,coco-30k,Several birds searching for food at the water's edge,30878
000000402000,coco-30k,A woman standing on a beach is surrounded by birds.,37702
000000028526,coco-30k,Colorful passenger cars are parked at an empty station.,82033
000000449546,coco-30k,We are looking up at a street sign with a building in the background.,65358
000000150007,coco-30k,A large jumbo jet is flying above trees.,94095
000000414813,coco-30k,Airplanes are lined up at a small airport.,70441
000000143129,coco-30k,A man and giraffes are sitting on the grass.,93277
000000532580,coco-30k,a train on a train track with trees in the background,45048
000000350505,coco-30k,The city worker is elevated in a machine attached to a truck.,73881
000000469119,coco-30k,A boy in a blue shirt boarding a school bus.,96259
000000016238,coco-30k,Two women looking at three giraffes behind a fence.,26355
000000222407,coco-30k,an image of  a bird that is perched on a tree,58137
000000163104,coco-30k,Two giraffes standing around on the grassy plains.,7508
000000152281,coco-30k,Sheep with numbers painted on them in a green grass field together.,1834
000000533140,coco-30k,"Three sheep in a vineyard, two black faced and one white faced",95155
000000144269,coco-30k,People sitting on a train with one person looking up at a mirror and taking a photo of the reflection with a camera.,41155
000000488567,coco-30k,The middle of a highway during a cloudy day.,41693
000000173125,coco-30k,A fire hydrant that is spewing water in the middle of a city.,69275
000000454661,coco-30k,A street filled with traffic next to a building.,27397
000000213728,coco-30k,Tourists with a modern articulated bus in Europe,7810
000000246237,coco-30k,A black pole with a pepsi sign hanging from it's side.,6586
000000572303,coco-30k,A train speeding along the railroad tracks during the day.,23129
000000088951,coco-30k,A man and his dog sit at the park.,61544
000000117525,coco-30k,A man in front of a Christmas tree with his dog.,15548
000000017198,coco-30k,A parked silver subway train next to a platform.,60855
000000167422,coco-30k,A red fire hydrant located beside a river of water.,52927
000000309371,coco-30k,Fair-goers sit in the shade outside a carnival tent.,66419
000000358817,coco-30k,A yellow traffic light above a street next to houses.,2531
000000269099,coco-30k,A couple of long buses stopped at a bus stop next to a bridge.,866
000000546804,coco-30k,A silver passenger train traveling past another train.,70824
000000245983,coco-30k,A large white building with a red stop sign in front of it.,3196
000000181763,coco-30k,A black and white dog wearing a white hat.,3883
000000423039,coco-30k,A row of wooden benches sitting next to a lake.,82530
000000185157,coco-30k,A blue sign points the way to the road.,38128
000000224053,coco-30k,A yellow street sign sitting on the side of a road.,4803
000000330741,coco-30k,Two green and yellow trains parked near a train station.,24982
000000432843,coco-30k,A metal street pole with a street sign hanging off the side of it.,30709
000000284762,coco-30k,A traffic light sitting next to a street sign.,853
000000476190,coco-30k,A small yellow and grey bird is walking on the ground.,23377
000000519784,coco-30k,An assortment of vehicles drive down a street filled with stores.,33
000000448410,coco-30k,A train parked at a train stop next to another train.,3935
000000331455,coco-30k,A bird is flying next to a ship in the ocean.,94514
000000336464,coco-30k,A red trolly bus driving down a dirt road.,42772
000000012179,coco-30k,A giraffe standing on a lush green hillside.,57189
000000240082,coco-30k,A wooden box with a bird in a tree painted on it.,28738
000000393411,coco-30k,A passenger train that has had some graffiti written on it.,90277
000000065567,coco-30k,A highway sign sitting on the side of a highway.,13827
000000089743,coco-30k,A city street filled with traffic next to buildings.,80805
000000382848,coco-30k,A yellow schoolbus with a woman spread out in front of it.,17272
000000179948,coco-30k,A traffic light next to a set of stairs.,47240
000000025433,coco-30k,A street scene with two buses and a car.,49977
000000535106,coco-30k,A toddler sitting on a living room floor surrounded by toys.,96016
000000418251,coco-30k,A painting of a yellow train car sitting on train tracks.,75741
000000005595,coco-30k,A book on birds located in Australia sitting on a shelf..,18957
000000199247,coco-30k,A herd of animals laying down in a lush green field.,86266
000000271943,coco-30k,A large cat sitting on a wooden bench next to a building.,42679
000000547760,coco-30k,Two street signs with Chinese lettering on them.,7481
000000172342,coco-30k,A restaurant filled with customers sitting at tables.,86341
000000505890,coco-30k,A rear view mirror on top of a bus.,90499
000000443498,coco-30k,A large city bus driving down a street.,87046
000000128992,coco-30k,A train pulling out of a tunnel near a tall building.,94751
000000006180,coco-30k,A train traveling through a forest with tall trees.,70984
000000212939,coco-30k,A row full of wooden benches in a cafeteria.,37857
000000014470,coco-30k,A group of young kids petting a couple of giraffe.,96502
000000256160,coco-30k,"Image of a hat on a bed with the caption ""Before The Wedding"".",49440
000000421558,coco-30k,A no parking sign mounted to the side of a pole.,24885
000000030353,coco-30k,A passenger train is coming down the tracks,97328
000000323048,coco-30k,some black and white train cars and some train tracks ,55908
000000349021,coco-30k,Thomas the tank traveling down train tracks next to a  bush.,11724
000000000520,coco-30k,Afternoon at a dock with seagulls flying overhead.,6575
000000382797,coco-30k,A shirtless man in a hat making luch,54382
000000236246,coco-30k,A row of construction cones are lined up behind a fire hydrant.,38010
000000138768,coco-30k,street lights on a city street with no one around,72413
000000299593,coco-30k,A city street with a two story bus.,64498
000000147835,coco-30k,A green pasture with lots of animals in the foreground and mountains in the back.,85942
000000378302,coco-30k,A stormy looking photo with a cargo train.,96588
000000047204,coco-30k,A green fire hydrant on a city sidewalk.  ,41592
000000187144,coco-30k, A white bus parked at a stop next to a crowd.,30867
000000057095,coco-30k,A red traffic light above a street in down town Los Angeles.,60088
000000010040,coco-30k,A group of soldiers standing next to a bench.,47869
000000086133,coco-30k,A close-up of the top of a fire hydrant with a train in the background.,35926
000000533239,coco-30k,A large cat wearing a santa hat making a funny face.,61622
000000239157,coco-30k,A road filled with parked cars in front of a shop.,25779
000000537355,coco-30k,A red fire hydrant sitting in a field next to a white building.,75113
000000449412,coco-30k,A woman holding an umbrella while walking down a street.,77430
000000084859,coco-30k,Sheep and lambs with green paint on their backs.,67087
000000166391,coco-30k,A large and wide street covered in lots of traffic lights.,21028
000000564142,coco-30k,Two giraffe are standing close together in wet sand.,91850
000000150987,coco-30k,A large predatory bird sits on a tree branch in an exhibit.,36026
000000539908,coco-30k,Four giraffe are walking through a field of high shrubs.,70745
000000278353,coco-30k,A small sheep is standing under a wooden fence post.,87755
000000196843,coco-30k,A school bus covered in art and a sign.,19839
000000205183,coco-30k,A duck walking along a paved road next to a patch of grass.,35075
000000472501,coco-30k,Public bus driving on a street in Hong Kong.,38824
000000574216,coco-30k,A person holding up a paper with a red stop sign on it.,72813
000000156276,coco-30k,A beach next to the ocean covered in a rainbow.,34900
000000468933,coco-30k,A large herd of sheep are walking behind a wire fence.,7673
000000134178,coco-30k,People sitting on benches next to each other.,66316
000000412094,coco-30k,A long black train traveling through a train station.,25979
000000541631,coco-30k,A empty street with a crosswalk at night.,59812
000000234990,coco-30k,Two giraffe standing next to each other on a lush green field.,39266
000000362986,coco-30k,A green 7th street sign hanging from a wooden pole.,12539
000000062889,coco-30k,Many sheep are inside a wire fence near a large hill.,36942
000000075046,coco-30k,The bedroom has stuffed animals and a stop sign on the wall.,51399
000000534673,coco-30k,A white and blue buss driving on a cobblestone road.,30932
000000425412,coco-30k,A close up of a street sign stating street table.,24236
000000310564,coco-30k,A fire hydrant sitting inside of a building under a window.,44805
000000340329,coco-30k,A small train traveling past a building surrounded by a fence.,53737
000000316715,coco-30k,Beautiful gray clouds with light cascading out of them.,93150
000000150301,coco-30k,Two giraffes are standing outside of a door.,42231
000000468124,coco-30k,A double-decker bus is parked in a large field.,71807
000000268948,coco-30k,A giraffe is leaning over a fence looking at people.,11120
000000029393,coco-30k,A large brown dog standing on the side of a white wood fence.,64503
000000227893,coco-30k,A green bus next to a shop on a small road.,82245
000000060859,coco-30k,A train traveling through rural countryside under power lines.,46499
000000225532,coco-30k,A highway filled with lots of traffic nest to a traffic light.,54984
000000075481,coco-30k,a close up of a street sign with buildings in the background,78444
000000005694,coco-30k,A white parrot standing next to a jungle covered hillside.,15431
000000181572,coco-30k,A closeup of an old and mossy outdoor garden bench.,41856
000000115222,coco-30k,Two palm trees sitting next to a building.,20251
000000073256,coco-30k,A red bus driving in front of a double decker bus.,40324
000000030156,coco-30k,A large cat laying next to a large orange pumpkin.,90596
000000010793,coco-30k,a red train parked in front of a train station.,37563
000000363134,coco-30k,A man standing outside of a green train.,56821
000000272610,coco-30k,A tower towering above a small city under a blue sky.,17274
000000471737,coco-30k,A train traveling down tracks next to trees.,13160
000000069860,coco-30k,an empty city street with trees and mountains in the background,91342
000000148034,coco-30k,a fake sheep on green grass and flowers in the background,59378
000000252133,coco-30k,A yellow street sign sitting on the side of a road.,83384
000000003793,coco-30k,A bus is parked in front of a building.,94499
000000165697,coco-30k,A yellow and red train traveling down train tracks.,53972
000000457735,coco-30k,A small toy that looks like a witch next to a keyboard.,99774
000000022257,coco-30k,A herd of giraffe standing next to each other near a forested hillside.,52209
000000385238,coco-30k,A group of people standing next to each other.,25160
000000228467,coco-30k,A white and red bus is traveling down a road.,96602
000000079924,coco-30k,A purple and green fire hydrant next to a black and green fire hydrant.,52612
000000012014,coco-30k,A red double decker bus parked next to a tall building.,81683
000000456730,coco-30k,"This is a view inside the cabin of the high speed train, showing relection of the light.",74287
000000345063,coco-30k,A street sign next to a road in a grave yard.,92435
000000014526,coco-30k,A train traveling down train tracks next to a building.,32264
000000400851,coco-30k,A large group of people on a beach that is next to a mountain range.,21482
000000558585,coco-30k,A group of ducks floating on top of a lake.,25597
000000516174,coco-30k,A large passenger jet sitting on top of an airport.,93669
000000376371,coco-30k,A herd of sheep grazing on a lush green hillside.,35144
000000266712,coco-30k,a street sign with a sky in the background ,42571
000000384970,coco-30k,A street sign that indicates that you shouldn't turn left.,3416
000000476773,coco-30k,Multiple cars driving on a road that has snow.,48311
000000567535,coco-30k,Several calves graze and wander around a snowy field.,68158
000000253607,coco-30k,Woodpeckers on the side of trees during the day.,14232
000000078023,coco-30k,A white fire hydrant next to a red newspaper dispenser.,98568
000000112800,coco-30k,A sea plane about to land on a lake near a boat,63188
000000546133,coco-30k,A giraffe is standing in front of a wall,35585
000000235808,coco-30k,Several people stand on a sidewalk by a train next to a cart stacked with materials.,17649
000000547738,coco-30k,View from a train car of passing tracks and trees.,88829
000000130432,coco-30k,A woman is leaning against a stop sign next to a road way.,54161
000000337443,coco-30k,"An orange street sign that reads ""obstruction"" and has a directional arrow.",56164
000000163020,coco-30k,A ducks is flying over a body of water.,9065
000000121152,coco-30k,A red and white bus parked under an over pass.,79752
000000111030,coco-30k,A street corner flanked by a display board.,20123
000000251094,coco-30k,a sheep with two of her baby lambs in the pasture,80524
000000517795,coco-30k,two sheep next to a wooden structure behind a fence,49736
000000123176,coco-30k,A yellow and black train on a track.,20738
000000431152,coco-30k,People walking down a residential street where cars are parked.,62832
000000292123,coco-30k,A row of benches on a boat casting a shadow.,5818
000000384827,coco-30k,A parking sign with an angry birds face.,8648
000000154947,coco-30k,A sheep standing in a dry grass field.,20171
000000098048,coco-30k,A couple of men standing near a sailboat.,55538
000000136584,coco-30k,A bird perched on top of a wooden power pole.,62606
000000000359,coco-30k,A traffic light over a street surrounded by tall buildings.,79477
000000495612,coco-30k,An orange pedestrian crossing sign next to a tall building.,39968
000000217400,coco-30k,A silver and green train pulling into a train station.,23448
000000503660,coco-30k,A bird is standing on top of a picnic table next to some trees.,65145
000000450098,coco-30k,A tall sign next to a parking lot.,13565
000000477118,coco-30k,A metal pole covered in different street signs.,46604
000000440729,coco-30k,An orange fire hydrant sitting next to a stone wall.,43583
000000119965,coco-30k,A dummy in a display case wearing a suit and tie.,74960
000000391392,coco-30k,A man riding a bike next to a red stop sign.,64585
000000148531,coco-30k,A blue airplane with a propeller is sitting on a runway.,89732
000000449909,coco-30k,A young boy standing on a field next to a giraffe.,59530
000000156308,coco-30k,A tall giraffe standing next to a tree stump.,25245
000000263668,coco-30k,A street sign surrounded by a crowd of people.,84090
000000027440,coco-30k,A giraffe standing outside of a building next to a tree.,19508
000000294875,coco-30k,A flock of birds sitting on top of a large rock.,1275
000000170545,coco-30k,A pay phone sitting on the side of a street.,85180
000000308459,coco-30k,Two blue and white street signs and cars on a street.,78250
000000356800,coco-30k,A woman with an umbrella is standing by leaves.,50330
000000173897,coco-30k,Two giraffes in a field between multiple trees.,8393
000000209222,coco-30k,Black and white photograph of a man sitting at a bench.,48978
000000312081,coco-30k,A person wears a large cat costume to entertain children.,80420
000000274083,coco-30k,A double decker bus driving down a street next to tall buildings.,58340
000000130663,coco-30k,A group of people standing outside of a blue train.,48737
000000299986,coco-30k,A man sitting on a bench listening to headphones.,326
000000125535,coco-30k,A bird perched up in a tree covered in green leaves.,63792
000000438707,coco-30k,A small bird picking at pebbles on a beach.,96086
000000372316,coco-30k,A street containing various cars and lampposts at night.,2399
000000572555,coco-30k,"A red, yellow and silver train traveling down train tracks.",76314
000000527476,coco-30k,Man in hat standing in front of a blue train engine.,61551
000000065490,coco-30k,Two tall giraffe standing next to each other on a  field.,80431
000000316526,coco-30k,A white and green bus driving down a street.,51315
000000275027,coco-30k,A row of palm trees and a traffic night in a rainstorm.,59921
000000290451,coco-30k,A long blue and white train traveling down a street.,4896
000000213758,coco-30k,a ram on the side of a mountain on a rock,90641
000000073830,coco-30k,A herd of giraffe standing next to each other on a  field.,67283
000000473340,coco-30k,"A brown park bench next to signs reading ""wildwood"" and ""danger.""",35324
000000401907,coco-30k,A silver and green fire hydrant next to rows of flowers.,1119
000000099179,coco-30k,A group of women standing at the side of a building,98490
000000434159,coco-30k,A grey castle with various towers and windows.,61013
000000149123,coco-30k,a truck and two double deckered busses near a building,16007
000000406997,coco-30k,A family standing around a small white sheep.,49354
000000447089,coco-30k,A woman standing next to a traffic signal on a street corner.,96694
000000058210,coco-30k,A small brown bird standing on a patch of grass.,78465
000000194407,coco-30k,A train engine traveling down train tracks through a countryside.,95712
000000426917,coco-30k,A red double decker bus on the street next to a car.,56432
000000461405,coco-30k,A group of sheep in a grassy area with trees in the back ground.,18409
000000372794,coco-30k,A yellow and green train pulling out of a tunnel next to a red car.,7689
000000455859,coco-30k,A little girl in a pink shirt standing near a blue metal sculpture.,70087
000000340308,coco-30k,A man sitting on green bench on top of a stone walkway.,15163
000000362521,coco-30k,A green street sign over a street next to a traffic light.,99976
000000325368,coco-30k,A red street sign next to a no parking sign.,41205
000000508580,coco-30k,Two giraffe standing next to each other in a field.,51457
000000152525,coco-30k,A large traffic light suspended over a road.,843
000000200152,coco-30k,A street sign on a street corner outside of a building.,41787
000000147289,coco-30k,A fire hydrant that is partially buried in snow.,56988
000000296136,coco-30k,A yellow and silver fire hydrant on the side of a road.,55738
000000447549,coco-30k,Three giraffes in a field with trees in the background.,65736
000000061207,coco-30k,A large jetliner flying over a small farm near a forest.,95105
000000517296,coco-30k,People standing outside of a blue and white bus.,83662
000000433182,coco-30k,A train pulling into a train station next to a platform.,26308
000000373255,coco-30k,A herd of animals in the middle of a grassy field.,16597
000000342322,coco-30k,a herd of sheep walking across green grass.,10415
000000212116,coco-30k,A group of young ladies riding on the back of a horse.,12710
000000401820,coco-30k,a giraffe is standing on some grass and some trees,21993
000000362092,coco-30k,A bus parked on top of a red bus.,75582
000000480842,coco-30k,Two tall giraffe standing next to each other.,52197
000000179151,coco-30k,People are standing in a shopping district with stores.,64780
000000038726,coco-30k,A man sitting on a bench next to a slug.,73504
000000269038,coco-30k,A car driving down a street past a tall building.,32891
000000087481,coco-30k,A fire hydrant covered in snow on a sidewalk.,65667
000000234182,coco-30k,A bus that is colored in the colors of the Canadian flag.,45487
000000450263,coco-30k,A woman sitting on a bench reading a paper.,1539
000000061520,coco-30k,A street going through a city with tall buildings.,97288
000000538423,coco-30k,a close up of a bird with a blurry background,97069
000000398519,coco-30k,a close up of a giraffe behind a fence,88033
000000126324,coco-30k,A cat sleeping on top of a wooden bench.,54334
000000420589,coco-30k,Two trains traveling down tracks in a station.,19188
000000475844,coco-30k,A woman sitting on a bench holding a book.,13708
000000539768,coco-30k,A tall street sign hanging from the sides of a tall metal pole.,36840
000000286849,coco-30k,A group of three giraffe standing next to each other behind a rock.,52692
000000223545,coco-30k,The Queen Mary ship sitting in a harbor in Long Beach.,23586
000000425472,coco-30k,A person holding a red umbrella sitting on a pier.,83880
000000262677,coco-30k,A silver and red fire hydrant sitting next to a street.,91910
000000127044,coco-30k,A long green and yellow train traveling down tracks.,80369
000000308828,coco-30k,A street sign sitting on the side of a road next to a tall brick building.,53607
000000097659,coco-30k,A traffic light under a cloudy blue sky.,81570
000000460129,coco-30k,A man riding on the back of a brown horse through a forest.,30608
000000416220,coco-30k,A city street lined with vintage cars and pedestrians.,67250
000000171067,coco-30k,A coo coo clock with colorful art painted on top of a clock.,68298
000000093964,coco-30k,A white city bus traveling down a street with traffic.,93799
000000017613,coco-30k,A red stop sign sitting on a street topped with two green street signs.,42422
000000006701,coco-30k,A set of orange road blocks sitting next to a traffic light.,6362
000000098392,coco-30k,A large clock tower in the middle of a street.,36200
000000145009,coco-30k,Two giraffe standing next to each other in a forest.,50160
000000499110,coco-30k,Two giraffes eat from a pot attached to a fence.,75365
000000504958,coco-30k,Two orange and silver trains passing on a street.,68104
000000369812,coco-30k,"Various street signs including one that reads ""Newlon Hale Village.""",67976
000000408894,coco-30k,Several street signs are mounted in an urban neighborhood.,90368
000000117368,coco-30k,A stop sign with two street signs above it.,99892
000000118405,coco-30k,"A blue and white street sign that reads ""Othello.""",75352
000000027484,coco-30k,A group of people walking on a street and sidewalk.,86896
000000110759,coco-30k,A giraffe walking in a grassy area next to trees.,41436
000000362696,coco-30k,Multiple street signs on the corner of Park Ave and E 34th St,18584
000000355777,coco-30k,A street with busses and cars next to a bus stop.,61466
000000535578,coco-30k,A group of sheep grazing in a grassy valley.,82699
000000551665,coco-30k,A giraffe with its head cocked walking about a sandy area.,71641
000000502279,coco-30k,A wire fence with a stop sign and trailer in the background.,61073
000000239861,coco-30k,"When it's this cold, it's better to stay out of the wind.",33988
000000016995,coco-30k,A giraffe walks leisurely through the tall grass.,92274
000000260232,coco-30k,A traffic light on a table with a checkered cloth.,41018
000000291394,coco-30k,assorted cars and buses sitting in a parking lot,91786
000000027768,coco-30k,A bus which is part of the Metropolitan Transit System.,53357
000000404889,coco-30k,A giraffe extending its mouth toward a tree branch.,5825
000000161873,coco-30k,A giraffe is walking on a roadway with cars on it.,56161
000000157726,coco-30k,A bus stop sign on a city street.,47196
000000214255,coco-30k,An orange traffic cone sitting in the middle of traffic.,93293
000000354061,coco-30k,A blue bird sitting on top of a tree in a forest.,22876
000000347747,coco-30k,A black and yellow train traveling down train tracks.,96307
000000160276,coco-30k,A car parked before a red traffic light.,91989
000000517596,coco-30k,A blue electric train traveling down train tracks.,43531
000000253557,coco-30k,Red and white plane sitting in a green field.,42444
000000083452,coco-30k,Closeup of a computer dashboard with flashing lights and numbers.,18768
000000084123,coco-30k,A tall green street sign sitting on the side of a road.,92059
000000412301,coco-30k,A city bus driving past a group of men riding skateboards.,48949
000000473673,coco-30k,A tall giraffe stands alone close to woods.,15750
000000334642,coco-30k,A lane closed traffic sign sitting next to a no right turn sign.,18035
000000285293,coco-30k,A man in a fedora sitting on a park bench.,53492
000000095063,coco-30k,A traffic light with a pedestrian crossing signal.,57723
000000474388,coco-30k,A group o sheep with blue markings in a grassy field.,16963
000000478769,coco-30k,A hummingbird sitting on a plant preparing to flap its wings.,74794
000000161128,coco-30k,A curse word written on a traffic sign.,91816
000000054007,coco-30k,A young boy holding a baseball bat and a  stick.,67773
000000020608,coco-30k,A shorn sheep behind a chicken wire fence,44427
000000499775,coco-30k,A yellow commuter bus leaving a bus stop at sunset,57751
000000085187,coco-30k,A dirt road with people walking a a motorcycle driving.,29319
000000397109,coco-30k,A park bench next to a serene lake.,29384
000000509460,coco-30k,A brown of wooden park benches sitting next to a lake.,2344
000000003926,coco-30k,Two sheep standing next to each other in the snow.,33669
000000458790,coco-30k,A view from the inside of a train from a side window.,20290
000000390569,coco-30k,"A road and traffic sign that reads ""motorcycles use caution.""",63875
000000070254,coco-30k,A green and yellow train traveling past a platform.,8889
000000516947,coco-30k,A bird sitting on top of a tree branch in a lake.,95619
000000072621,coco-30k,Two white birds sitting on sand with water in the background.,23979
000000253520,coco-30k,A white street sign sitting on the corner on top of a pole.,18127
000000179397,coco-30k,A factory with a large smoke stack next to a train.,88146
000000484166,coco-30k,A man walking past a train at a train station.,62780
000000572767,coco-30k,A group of parked bikes sitting on the side of a road.,85715
000000305343,coco-30k,Two cups sitting on top of a gray counter.,65013
000000220214,coco-30k,Two people standing in front of a train on the tracks.,76091
000000285957,coco-30k,A giraffe standing in a lush green field.,43793
000000199127,coco-30k,A white bus passing street next to a fence.,11291
000000259253,coco-30k,A herd of sheep walking across a lush green field.,81177
000000274331,coco-30k,A giraffe standing in a park next to a rock.,95237
000000156126,coco-30k,A fighter jet flying through a cloudy sky.,88370
000000264201,coco-30k,A yellow fire hydrant sitting next to two trash cans.,6075
000000230915,coco-30k,A city street filled with traffic next to tall buildings.,93276
000000406885,coco-30k,a red and black miniature train engine is pulling a red train car,75695
000000039484,coco-30k,A variety of cars on a street with buildings.,91195
000000208473,coco-30k,A small bird standing on top of a sandy beach.,51084
000000366115,coco-30k,A group of giraffe standing next to each other in a field.,25724
000000455170,coco-30k,A pedestrian crossing light in front of an irish store.,17603
000000254965,coco-30k,Two giraffe standing and sitting next to each other.,62705
000000101031,coco-30k,A city area with various signage and busses.,61795
000000494404,coco-30k,A traffic light sitting in the middle of a flooded street.,27199
000000564109,coco-30k,A group of giraffe standing next to each other on a field.,83925
000000383607,coco-30k,A green arrow sign pointing up next to a stop sign.,47108
000000196650,coco-30k,A giraffe standing next to another animal in a field.,87499
000000332113,coco-30k,A gray fire hydrant sitting in the middle of a field.,74420
000000298186,coco-30k,An older man standing over a herd of sheep.,58246
000000198550,coco-30k,a train on a train track at a train station,36869
000000403104,coco-30k,Group of signs on top of each other on a pole. ,57235
000000399864,coco-30k,a public transit bus driving on a city street,26449
000000397278,coco-30k,A yellow sign sitting on the side of a road.,86629
000000316054,coco-30k,A train traveling through a rural country side covered in grass.,21076
000000525880,coco-30k,A man sitting on a bench next to the ocean.,19015
000000062353,coco-30k,Two giraffe walking next to each other in a forest.,7776
000000212288,coco-30k,A city worker repairing a traffic light over a street.,33648
000000353108,coco-30k,A herd of sheep walking across a lush green field.,74043
000000069138,coco-30k,A red traffic light with a sad face drawn over it.,61078
000000491131,coco-30k,Wooden and black bench on the side of the road. ,95495
000000157170,coco-30k,Four mountain goats standing on a hill in front of the country side.,35751
000000190907,coco-30k,People standing in front of a large sign in front of a building. ,80234
000000395113,coco-30k,A green and light blue bus traveling down a highway.,18962
000000075187,coco-30k,A woman sitting on top of a bench looking beautiful.,3131
000000246973,coco-30k,a close up of a street sign with buildings in the background,98682
000000237254,coco-30k,A bus parked at a bus stop on a city block.,81903
000000249325,coco-30k,A man sitting on a bench next to pigeons holding a news paper.,8104
000000042387,coco-30k,A forest filled with lush green leafy trees.,95405
000000165336,coco-30k,Two giraffe standing next to each other on a field.,50672
000000544481,coco-30k,A tall giraffe eating leafy greens in a jungle.,84529
000000413260,coco-30k,Two sheep standing next to each other on a  field.,74743
000000097868,coco-30k,"A blue, white and red fire hydrant sitting on a sidewalk.",26078
000000075886,coco-30k,A plate topped with a cake and a hat.,83237
000000318056,coco-30k,A tall yellow double decker bus parked next to another bus.,71003
000000284152,coco-30k,A man sitting on a bench next to the ocean.,48148
000000145628,coco-30k,A red stop sign topped with street signs.,66613
000000170629,coco-30k,A yellow bus is parked near people on the side of the road.,77710
000000156696,coco-30k,a train on train tracks at a train station,3711
000000436172,coco-30k,A stop sign is in a rural setting by grass.,7259
